id,code,configuration_attribute_value_code,measurement_basis_code,second_row_state_code,third_row_state_code,compartment_code,spare_wheel_state_code,tyre_repair_kit_state_code,double_floor_state_code,notes
128,cargo_context_jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,vda_iso_3832,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 565 dm3 według normy ISO 3832. Empty optional fields mean not stated."
129,cargo_context_jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,ordinary_litre,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 699 litrów. Empty optional fields mean not stated."
130,cargo_context_jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,vda_iso_3832,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 696 dm3 według normy ISO 3832. Empty optional fields mean not stated."
131,cargo_context_jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,jogger_extreme_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,ordinary_litre,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 820 litrów. Empty optional fields mean not stated."
132,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,vda_iso_3832,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 160 dm3 według normy ISO 3832. Empty optional fields mean not stated.
133,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,ordinary_litre,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 212 litrów. Empty optional fields mean not stated.
134,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,vda_iso_3832,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 565 dm3 według normy ISO 3832. Empty optional fields mean not stated."
135,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,ordinary_litre,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 699 litrów. Empty optional fields mean not stated."
136,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,vda_iso_3832,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 696 dm3 według normy ISO 3832. Empty optional fields mean not stated."
137,cargo_context_jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,jogger_journey_7seat_tce110_manual_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,ordinary_litre,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 820 litrów. Empty optional fields mean not stated."
138,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,vda_iso_3832,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 160 dm3 według normy ISO 3832. Empty optional fields mean not stated.
139,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,ordinary_litre,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 212 litrów. Empty optional fields mean not stated.
140,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,vda_iso_3832,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 565 dm3 według normy ISO 3832. Empty optional fields mean not stated."
141,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,ordinary_litre,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 699 litrów. Empty optional fields mean not stated."
142,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,vda_iso_3832,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 696 dm3 według normy ISO 3832. Empty optional fields mean not stated."
143,cargo_context_jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,jogger_expression_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,ordinary_litre,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 820 litrów. Empty optional fields mean not stated."
144,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,vda_iso_3832,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 160 dm3 według normy ISO 3832. Empty optional fields mean not stated.
145,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,ordinary_litre,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 212 litrów. Empty optional fields mean not stated.
146,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,vda_iso_3832,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 565 dm3 według normy ISO 3832. Empty optional fields mean not stated."
147,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,ordinary_litre,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 699 litrów. Empty optional fields mean not stated."
148,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,vda_iso_3832,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 696 dm3 według normy ISO 3832. Empty optional fields mean not stated."
149,cargo_context_jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,jogger_extreme_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,ordinary_litre,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 820 litrów. Empty optional fields mean not stated."
150,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_vda_iso3832_20251217,vda_iso_3832,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 160 dm3 według normy ISO 3832. Empty optional fields mean not stated.
151,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_minimum_ordinary_litre_20251217,ordinary_litre,upright,upright,main_luggage_compartment,,,,Official Jogger brochure page 22; exact context for Minimalna pojemność bagażnika wersji 7-miejscowej — 212 litrów. Empty optional fields mean not stated.
152,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_vda_iso3832_20251217,vda_iso_3832,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 565 dm3 według normy ISO 3832. Empty optional fields mean not stated."
153,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_folded_ordinary_litre_20251217,ordinary_litre,upright,folded,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli złożony — 699 litrów. Empty optional fields mean not stated."
154,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_vda_iso3832_20251217,vda_iso_3832,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 696 dm3 według normy ISO 3832. Empty optional fields mean not stated."
155,cargo_context_jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,jogger_journey_7seat_hybrid155_automatic_boot_capacity_seven_seat_second_upright_third_removed_ordinary_litre_20251217,ordinary_litre,upright,removed,main_luggage_compartment,,,,"Official Jogger brochure page 22; exact context for Drugi rząd foteli rozłożony, trzeci rząd foteli wymontowany — 820 litrów. Empty optional fields mean not stated."
156,cargo_context_bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 609 dm3 VDA. Empty double-floor and third-row fields mean not stated.
157,cargo_context_bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1877 dm3 VDA. Empty double-floor and third-row fields mean not stated.
158,cargo_context_bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 660 litrów. Empty double-floor and third-row fields mean not stated.
159,cargo_context_bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_essential_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1960 litrów. Empty double-floor and third-row fields mean not stated.
160,cargo_context_bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 609 dm3 VDA. Empty double-floor and third-row fields mean not stated.
161,cargo_context_bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1877 dm3 VDA. Empty double-floor and third-row fields mean not stated.
162,cargo_context_bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 660 litrów. Empty double-floor and third-row fields mean not stated.
163,cargo_context_bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_expression_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1960 litrów. Empty double-floor and third-row fields mean not stated.
164,cargo_context_bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 609 dm3 VDA. Empty double-floor and third-row fields mean not stated.
165,cargo_context_bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1877 dm3 VDA. Empty double-floor and third-row fields mean not stated.
166,cargo_context_bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 660 litrów. Empty double-floor and third-row fields mean not stated.
167,cargo_context_bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_extreme_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1960 litrów. Empty double-floor and third-row fields mean not stated.
168,cargo_context_bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 609 dm3 VDA. Empty double-floor and third-row fields mean not stated.
169,cargo_context_bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1877 dm3 VDA. Empty double-floor and third-row fields mean not stated.
170,cargo_context_bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 660 litrów. Empty double-floor and third-row fields mean not stated.
171,cargo_context_bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_journey_mildhybridg140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1960 litrów. Empty double-floor and third-row fields mean not stated.
172,cargo_context_bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 667 dm3 VDA. Empty double-floor and third-row fields mean not stated.
173,cargo_context_bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1937 dm3 VDA. Empty double-floor and third-row fields mean not stated.
174,cargo_context_bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 702 litry. Empty double-floor and third-row fields mean not stated.
175,cargo_context_bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_essential_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 2002 litry. Empty double-floor and third-row fields mean not stated.
176,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 667 dm3 VDA. Empty double-floor and third-row fields mean not stated.
177,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1937 dm3 VDA. Empty double-floor and third-row fields mean not stated.
178,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 702 litry. Empty double-floor and third-row fields mean not stated.
179,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 2002 litry. Empty double-floor and third-row fields mean not stated.
180,cargo_context_bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 667 dm3 VDA. Empty double-floor and third-row fields mean not stated.
181,cargo_context_bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1937 dm3 VDA. Empty double-floor and third-row fields mean not stated.
182,cargo_context_bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 702 litry. Empty double-floor and third-row fields mean not stated.
183,cargo_context_bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_extreme_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 2002 litry. Empty double-floor and third-row fields mean not stated.
184,cargo_context_bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 667 dm3 VDA. Empty double-floor and third-row fields mean not stated.
185,cargo_context_bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 1937 dm3 VDA. Empty double-floor and third-row fields mean not stated.
186,cargo_context_bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z zestawem naprawczym — 702 litry. Empty double-floor and third-row fields mean not stated.
187,cargo_context_bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,bigster_journey_mildhybrid140_4x2_manual_boot_capacity_repair_kit_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,absent,present,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z zestawem naprawczym — 2002 litry. Empty double-floor and third-row fields mean not stated.
188,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_upright_vda_iso3832_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_upright_vda_iso3832_20251210,vda_iso_3832,upright,,main_luggage_compartment,present,absent,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z kołem zapasowym — 624 dm3 VDA. Empty double-floor and third-row fields mean not stated.
189,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_folded_vda_iso3832_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_folded_vda_iso3832_20251210,vda_iso_3832,folded,,source_stated_total,present,absent,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z kołem zapasowym — 1894 dm3 VDA. Empty double-floor and third-row fields mean not stated.
190,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_upright_ordinary_litre_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_upright_ordinary_litre_20251210,ordinary_litre,upright,,main_luggage_compartment,present,absent,,Official Bigster brochure page 20; exact context for Pojemność maksymalna pod półką bagażową z kołem zapasowym — 681 litrów. Empty double-floor and third-row fields mean not stated.
191,cargo_context_bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_folded_ordinary_litre_20251210,bigster_expression_mildhybrid140_4x2_manual_boot_capacity_spare_wheel_folded_ordinary_litre_20251210,ordinary_litre,folded,,source_stated_total,present,absent,,Official Bigster brochure page 20; exact context for Pojemność maksymalna ze złożoną tylną kanapą z kołem zapasowym — 1981 litrów. Empty double-floor and third-row fields mean not stated.
